run_name,startDate,endDate,underlying,underlyingPriceSource,optionSettlementPriceSource,entryHourUtc,entryMinuteUtc,maxEntryDelayMinutes,xOtm,strikeStep,strikeRange,tenor,fallbackMode,sizingMode,finalCapital,totalPnL,callWeeks,totalWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,missingObservedInstrumentWeeks,missingObservedCandleWeeks,invalidObservedOpenWeeks,settlementFallbackWeeks,initialBtcPrice,finalBtcPrice,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,annualizedVolatilityOfWeeklyReturnsPct,path,createdAt
btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2020-01-03,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,10872.081564547314,4360.005564547314,12,12,12,0,0,0,0,0,0,7164,23678,66.95262101589898,230.51367950865438,0.5685057561052692,56.850575610526924,btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:22:36.355Z
btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2021-01-01,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,36111.31506109434,14718.242061094334,12,12,12,0,0,0,0,0,1,23678,47184,68.7991017517415,99.27358729622435,0.7461259380369024,74.61259380369025,btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:23:47.885Z
btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2022-01-07,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,27842.111824144733,-15803.088175855264,12,12,12,0,0,0,0,0,0,47184,16467.5,-36.20807826715256,-65.09939810105121,0.8248358617178405,82.48358617178405,btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:24:50.151Z
btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2023-01-06,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,22046.576621837336,6641.230371837335,12,12,12,0,0,0,0,0,0,16467.5,42343.5,43.109906548431745,157.13374829209047,0.35372961378140166,35.37296137814017,btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:25:42.742Z
btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2024-01-05,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,59081.35580318857,20082.99230318857,12,12,12,0,0,0,0,0,0,42343.5,95077,51.497012953347564,124.53741424303612,0.2804678578514727,28.04678578514727,btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:26:25.655Z
btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2025-01-03,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,100002.72887804627,12626.965878046267,12,12,12,0,0,0,0,0,0,95077,88458,14.451336897677525,-6.961725759121551,0.583858319683872,58.3858319683872,btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:26:59.139Z
btc_2026-01-02_2026-05-17T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-01-02,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,80253.22932067195,-3206.89367932805,4,4,4,0,0,0,0,0,0,88458,77693,-3.8424262558635847,-12.169617219471384,0.644247198604955,64.4247198604955,btc_2026-01-02_2026-05-17T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:27:08.540Z
btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2020-01-03,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,10705.80032683642,4193.72432683642,12,12,12,0,0,0,0,0,0,7164,23678,64.39919200630366,230.51367950865438,0.6236250617791944,62.36250617791944,btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:28:55.561Z
btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2021-01-01,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,35841.64733896945,14448.57433896945,12,12,12,0,0,0,0,0,0,23678,47184,67.53856418369371,99.27358729622435,0.8706668889115136,87.06668889115136,btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:30:08.969Z
btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2022-01-07,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,26729.795248542563,-16915.404751457434,12,12,12,0,0,0,0,0,0,47184,16467.5,-38.75662100633617,-65.09939810105121,0.912314981920127,91.23149819201271,btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:31:11.344Z
btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2023-01-06,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,26116.102179518002,10192.029679518,12,12,12,0,0,0,0,0,0,16467.5,42343.5,64.00391407108957,157.13374829209047,0.44033773111653124,44.033773111653126,btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:32:04.556Z
btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2024-01-05,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,62704.740893316906,22838.33564331691,12,12,12,0,0,0,0,0,0,42343.5,95077,57.28717073962146,124.53741424303612,0.37446871266060117,37.446871266060114,btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:32:48.025Z
btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2025-01-03,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,101553.6674056074,12704.210905607415,12,12,12,0,0,0,0,0,1,95077,88458,14.2985803245824,-6.961725759121551,0.648000792544232,64.80007925442321,btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:33:21.209Z
btc_2026-01-02_2026-05-17T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-01-02,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,79237.80615549024,-6079.934844509767,4,4,4,0,0,0,0,0,0,88458,77693,-7.1262257688113895,-12.169617219471384,0.7253280912619622,72.53280912619621,btc_2026-01-02_2026-05-17T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_002,2026-05-17T16:33:30.230Z
